id,entity_id,registration_number,name,type,founding_date,background,url,alt_id
4011,o-1a662c1935,46545187,Nam Long Investment Corporation,Other,1992-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/46545187-nam-long-investment-corporation/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""#\"" target=\""_blank\"" rel=\""noopener\"">www.namlongvn.com</a><br></p> <h4 class=\""mb-4 card-title text-h5\"">Nam Long Investment Corporation Overview</h4> <p><strong>Year Founded:</strong> 1992</p> <p><strong>City:</strong> Ho Chi Minh City</p> <p><strong>Webpage:</strong> www.namlongvn.com</p> <p><strong>Business Country:</strong> Vietnam</p> <p><strong>Incorporation Country:</strong> Vietnam</p> <p><strong>Exchange:</strong> Ho Chi Minh Stock Exchange</p> <p><strong>Currency:</strong> Vietnamese Dong</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Real Estate Management and Development</p> <strong>Description: </strong> <p> Nam Long Investment Corporation engages in the real estate business in Vietnam. The company is involved in the civil and industrial construction; housing renovation and interior decoration; construction and renovation of houses for sale or lease; harbour and road bridge construction; ground levelling and construction of drainage systems; installation and repair of electrical systems under 35KV; housing brokerage; and sale and purchase of construction materials. It also invests in the construction and trade of urban areas; infrastructures for industrial zones and hi-tech parks; and office buildings, supermarkets, schools, swimming pools, hotels, restaurants, golf courses, sports facility zones, and resorts. In addition, the company offers project management advisory; real estate brokerage; real estate valuation; yard repair; real estate exchange; real estate consulting; real estate auction; and real estate advertising services. The company was formerly known as Nam Long Company Ltd. and changed its name to Nam Long Investment Corporation in 2005. Nam Long Investment Corporation was founded in 1992 and is headquartered in Ho Chi Minh City, Vietnam.</p>""",https://sapphire.envisageworldwide.com/organizations/nam-long-investment-corporation,044fe23897d6625fc16dec65bad275a1
4012,o-e2b3c4aafa,,PAX Global Technology Limited,Other,2000-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/116777611-pax-global-technology-limited/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""#\"" target=\""_blank\"" rel=\""noopener\"">www.paxglobal.com.hk</a></p> <h4 class=\""mb-4 card-title text-h5\"">PAX Global Technology Limited Overview</h4> <p><strong>Year Founded:</strong> 2000</p> <p><strong>City:</strong> Wan Chai</p> <p><strong>Webpage:</strong> www.paxglobal.com.hk</p> <p><strong>Business Country:</strong> Hong Kong</p> <p><strong>Incorporation Country:</strong> Bermuda</p> <p><strong>Exchange:</strong> The Stock Exchange of Hong Kong Ltd.</p> <p><strong>Currency:</strong> Hong Kong Dollar</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Electronic Equipment, Instruments and Components</p> <strong>Description: </strong> <p> PAX Global Technology Limited, an investment holding company, develops and sells electronic funds transfer point-of-sale products in Hong Kong, the People’s Republic of China, the United States, and Italy. Its E-payment terminal products include smart E-payment solutions; and android smartPOS, countertop, android smart tablet, multilane, integrated ECR, industrial PDA, unattended payment, PINpad, and MiniPOS and mPOS. The company also develops PAXSTORE, a cloud-based Software as a Service platform that provides one-stop terminal management and payment services; paxRhino, a key injection service; and CyberLab, a payment application cloud test platform that provides professional one-stop online debugging and testing service. In addition, it offers payment solutions services, and maintenance and installation services. PAX Global Technology Limited was founded in 2000 and is headquartered in Wan Chai, Hong Kong.</p>""",https://sapphire.envisageworldwide.com/organizations/pax-global-technology-limited,d938d9bb61f0079c8c3a87423a9646cb
4013,o-c205b9a7cd,39130285,Phu Nhuan Jewelry Joint Stock Company,Other,1988-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/39130285-phu-nhuan-jewelry-joint-stock-company/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""http://www.pnj.com.vn\"" target=\""_blank\"" rel=\""noopener\"">www.pnj.com.vn</a><a href=\""#\"" target=\""_blank\"" rel=\""noopener\""></a></p> <h4 class=\""mb-4 card-title text-h5\"">Phu Nhuan Jewelry Joint Stock Company Overview</h4> <p><strong>Year Founded:</strong> 1988</p> <p><strong>City:</strong> Ho Chi Minh City</p> <p><strong>Webpage:</strong> www.pnj.com.vn</p> <p><strong>Business Country:</strong> Vietnam</p> <p><strong>Incorporation Country:</strong> Vietnam</p> <p><strong>Exchange:</strong> Ho Chi Minh Stock Exchange</p> <p><strong>Currency:</strong> Vietnamese Dong</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Textiles, Apparel and Luxury Goods</p> <strong>Description: </strong> <p> Phu Nhuan Jewelry Joint Stock Company, together with its subsidiaries, manufactures, retails, trades in, imports, and exports gold, silver, jewelry, gemstones, fashion accessories, and souvenirs in Vietnam. It offers its products under the CAO Fine Jewellery, PNJ Gold, PNJ Silver, Style By PNJ, Disney|PNJ, PNJ Art, and PNJ Watch brands through stores and online. The company also trades in watches; and inspection services for diamonds, gems, and precious metals under PNJ Lab brand name. The company was founded in 1988 and is headquartered in Ho Chi Minh City, Vietnam.</p>""",https://sapphire.envisageworldwide.com/organizations/phu-nhuan-jewelry-joint-stock-company,b14fde92d9794156e601bc9620c4135e
4014,o-467f848839,9897676,PT Arwana Citramulia Tbk,Other,1993-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/9897676-pt-arwana-citramulia-tbk/\"" target=\""_blank\"" rel=\""noopener\"">Link on SAM</a></p><p><a href=\""https://arwanacitra.com\"" target=\""_blank\"" rel=\""noopener\"">https://arwanacitra.com</a></p> <h4 class=\""mb-4 card-title text-h5\"">PT Arwana Citramulia Tbk Overview</h4> <p><strong>Year Founded:</strong> 1993</p> <p><strong>City:</strong> Jakarta</p> <p><strong>Webpage:</strong> arwanacitra.com</p> <p><strong>Business Country:</strong> Indonesia</p> <p><strong>Incorporation Country:</strong> Indonesia</p> <p><strong>Exchange:</strong> Indonesia Stock Exchange</p> <p><strong>Currency:</strong> Indonesian Rupiah</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Building Products</p> <strong>Description: </strong> <p> PT Arwana Citramulia Tbk, together with its subsidiaries, manufactures and distributes ceramic tiles in Indonesia. It sells its products under the Arna, Arwana Ceramics, and UNO brands. The company was formerly known as PT Arwana Citra Mulia and changed its name to PT Arwana Citramulia Tbk in November 1993. PT Arwana Citramulia Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.</p>""",https://sapphire.envisageworldwide.com/organizations/pt-arwana-citramulia-tbk,316440dfbff5376e56be210531861fea
4015,o-166066cd66,,PT Bank Mandiri (Persero) Tbk,Other,1998-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/8387507-pt-bank-mandiri-persero-tbk/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""#\"" target=\""_blank\"" rel=\""noopener\"">bankmandiri.co.id</a></p> <h4 class=\""mb-4 card-title text-h5\"">PT Bank Mandiri (Persero) Tbk Overview</h4> <p><strong>Year Founded:</strong> 1998</p> <p><strong>City:</strong> Jakarta</p> <p><strong>Webpage:</strong> bankmandiri.co.id</p> <p><strong>Business Country:</strong> Indonesia</p> <p><strong>Incorporation Country:</strong> Indonesia</p> <p><strong>Exchange:</strong> Indonesia Stock Exchange</p> <p><strong>Currency:</strong> Indonesian Rupiah</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Banks</p> <strong>Description: </strong> <p> PT Bank Mandiri (Persero) Tbk provides various banking products and services to individuals and businesses in Indonesia, Singapore, Hong Kong, Timor Leste, Shanghai, Malaysia, the United Kingdom, and the Cayman Islands. It offers savings and current accounts, time deposits, demand deposits, and foreign currency savings and current accounts; motorcycle loans, mortgage loan, and housing loans, as well as loans for various purposes, such as education, home renovation, marriage, health, and other needs for individuals; and working capital loans, investment loans, people’s business loans, syndicated loans, and micro business loans for businesses. The company also provides investment products comprising mutual funds, stocks, and bond trading; life, health, and general insurance products; credit, debit, and corporate cards; e-banking services; digital lending; cash management services; trade finance services, value chain, supply chain management, global and domestic trade, export and import, standby letter of credit, and bank guarantee, as well as spot and forex services; custodial services; treasury services, including cash transaction/liquidity, hedging, and investment products; trust services comprising trustee, paying agent, security agent, escrow agent, monitoring agent, and receiving bank services; and money transfer, remittance services, and venture capital financing. It operates branch offices, sub-branch offices, and overseas branch offices; and ATM facilities. The company was founded in 1998 and is headquartered in Jakarta, Indonesia.</p>  """,https://sapphire.envisageworldwide.com/organizations/pt-bank-mandiri-persero-tbk,431bd1f1a8de433b99e34af48f3bf21e
4016,o-2ae89ff07b,4508798,PT BFI Finance Indonesia Tbk,Other,1982-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/4508798-pt-bfi-finance-indonesia-tbk/\"" target=\""_blank\"" rel=\""noopener\"">Link to Sam</a></p><p><a href=\""#\"" target=\""_blank\"" rel=\""noopener\"">www.bfi.co.id</a></p> <h4 class=\""mb-4 card-title text-h5\"">PT BFI Finance Indonesia Tbk Overview</h4> <p><strong>Year Founded:</strong> 1982</p> <p><strong>City:</strong> Tangerang Selatan</p> <p><strong>Webpage:</strong> www.bfi.co.id</p> <p><strong>Business Country:</strong> Indonesia</p> <p><strong>Incorporation Country:</strong> Indonesia</p> <p><strong>Exchange:</strong> Indonesia Stock Exchange</p> <p><strong>Currency:</strong> Indonesian Rupiah</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Consumer Finance</p> <strong>Description: </strong> <p> PT BFI Finance Indonesia Tbk provides investment, working capital, multipurpose, sharia, and other financing services. The company operates through Cars, Motorcycles, and Others segments. It provides financing for new and used cars purchased via dealers; and finance for the purchase, sale and leaseback of heavy equipment, machinery, motor vehicles, and other equipment in new or used condition. The company also offers sharia financing, such as umrah financing, halal travel financing, financing of various goods and services, education financing, motorized vehicle financing, and sharia refinancing services; and property financing services. In addition, it offers funding facility; project and infrastructure financing products; and factoring services. The company was formerly known as PT Bunas Finance Indonesia Tbk and changed its name to PT BFI Finance Indonesia Tbk in June 2001. PT BFI Finance Indonesia Tbk was founded in 1982 and is headquartered in Tangerang Selatan, Indonesia.</p>  """,https://sapphire.envisageworldwide.com/organizations/pt-bfi-finance-indonesia-tbk,bdec55b427c5e976fcc571e34b365983
4017,o-4665dade16,,PT Catur Sentosa Adiprana Tbk,Other,1966-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/2761496-pt-catur-sentosa-adiprana-tbk/\"" target=\""_blank\"" rel=\""noopener\"">Link to Sam</a></p><p><a href=\""#\"" target=\""_blank\"" rel=\""noopener\"">www.csahome.com</a></p> <h4 class=\""mb-4 card-title text-h5\"">PT Catur Sentosa Adiprana Tbk Overview</h4> <p><strong>Year Founded:</strong> 1966</p> <p><strong>City:</strong> Jakarta Barat</p> <p><strong>Webpage:</strong> www.csahome.com</p> <p><strong>Business Country:</strong> Indonesia</p> <p><strong>Incorporation Country:</strong> Indonesia</p> <p><strong>Exchange:</strong> Indonesia Stock Exchange</p> <p><strong>Currency:</strong> Indonesian Rupiah</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Distributors</p> <strong>Description: </strong> <p> PT Catur Sentosa Adiprana Tbk, through its subsidiaries, distributes building materials, chemicals, and consumer products in Indonesia. It distributes building materials, including granite porcelain tiles; chemicals materials for industrial usage; and consumer goods, such as foods, daily necessities, and household goods. The company also distributes construction materials; retails equipment; distributes and imports wooden furniture and souvenirs; develops warehouse areas; and rents land and building. In addition, it operates retail stores under the Mitra10 and Atria names. The company was founded in 1966 and is headquartered in Jakarta Barat, Indonesia.</p>""",https://sapphire.envisageworldwide.com/organizations/pt-catur-sentosa-adiprana-tbk,ef6e6070f68e12f42f345ce18030a93e
4018,o-447083df9d,,PT Erajaya Swasembada Tbk,Other,1996-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/76950360-pt-erajaya-swasembada-tbk/\"" target=\""_blank\"" rel=\""noopener\"">Link to Sam</a></p><p><a href=\""http://www.erajaya.com\"" target=\""_blank\"" rel=\""noopener\"">www.erajaya.com</a></p> <h4 class=\""mb-4 card-title text-h5\"">PT Erajaya Swasembada Tbk Overview</h4> <p><strong>Year Founded:</strong> 1996</p> <p><strong>City:</strong> Jakarta Barat</p> <p><strong>Webpage:</strong> www.erajaya.com</p> <p><strong>Business Country:</strong> Indonesia</p> <p><strong>Incorporation Country:</strong> Indonesia</p> <p><strong>Exchange:</strong> Indonesia Stock Exchange</p> <p><strong>Currency:</strong> Indonesian Rupiah</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Specialty Retail</p> <strong>Description: </strong> <p> PT Erajaya Swasembada Tbk, together with its subsidiaries, engages in the distribution and trading of telecommunication equipment in Indonesia. The company offers mobile phones and tablets, subscriber identity module cards, mobile network operator voucher top-ups, accessories, Internet of Things devices, and Google Play card vouchers, computers and other electronic appliances, and sport fashion apparel, as well as other outdoor activity-related products. It also trades in medical equipment; sells beauty, health care, and pharmaceutical products; and provides value added services, including mobile phones protection and handset leasing services. In addition, the company engages in information technology systems; management consulting; outsourcing; property businesses, as well as offers managing and customer relationship services. Further, it operates chain restaurants, cafes, bakery, and grocery stores, as well as food and beverages; and trades in cosmetics, sports, and diving equipment. The company was founded in 1996 and is headquartered in West Jakarta, Indonesia. PT Erajaya Swasembada Tbk operates as a subsidiary of PT Eralink International.</p>  """,https://sapphire.envisageworldwide.com/organizations/pt-erajaya-swasembada-tbk,979cff8a412f569ee2b5ccd82e7d8282
4019,o-fcd6398f9b,331884481,PT Map Aktif Adiperkasa Tbk,Other,2015-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/331884481-pt-map-aktif-adiperkasa-tbk/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""https://mapactive.id/\"" target=\""_blank\"" rel=\""noopener\"">https://mapactive.id/</a><a href=\""https://mapactive.id/\"" target=\""_blank\"" rel=\""noopener\""></a></p> <h4 class=\""mb-4 card-title text-h5\"">PT Map Aktif Adiperkasa Tbk Overview</h4> <p><strong>Year Founded:</strong> 2015</p> <p><strong>City:</strong> Jakarta Pusat</p> <p><strong>Webpage:</strong> mapactive.id</p> <p><strong>Business Country:</strong> Indonesia</p> <p><strong>Incorporation Country:</strong> Indonesia</p> <p><strong>Exchange:</strong> Indonesia Stock Exchange</p> <p><strong>Currency:</strong> Indonesian Rupiah</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Specialty Retail</p> <strong>Description: </strong> <p> PT Map Aktif Adiperkasa Tbk operates as a sporting goods retailer in Indonesia. It offers sports footwear, clothing, golf, sportswear, and kids’ products, as well as toys, rackets, watches and sunglasses, and accessories. The company’s brand portfolio includes Planet Sports, Sports Station, Kidz Station, Golf House, and Planet Kids. PT Map Aktif Adiperkasa Tbk was founded in 2015 and is headquartered in Central Jakarta, Indonesia. PT Map Aktif Adiperkasa Tbk is a subsidiary of PT Mitra Adiperkasa Tbk.</p>  """,https://sapphire.envisageworldwide.com/organizations/pt-map-aktif-adiperkasa-tbk,3a21c0f90e09030af44e56bf35e2251d
4020,o-9a1b069d00,536901284,PT Medikaloka Hermina Tbk,Other,1985-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/536901284-pt-medikaloka-hermina-tbk/\"" target=\""_blank\"" rel=\""noopener\"">Link To SAM</a></p><p><a href=\""http://www.herminahospitals.com\"" target=\""_blank\"" rel=\""noopener\"">www.herminahospitals.com</a><a href=\""#\"" target=\""_blank\"" rel=\""noopener\""></a></p> <h4 class=\""mb-4 card-title text-h5\"">PT Medikaloka Hermina Tbk Overview</h4> <p><strong>Year Founded:</strong> 1985</p> <p><strong>City:</strong> Jakarta</p> <p><strong>Webpage:</strong> www.herminahospitals.com</p> <p><strong>Business Country:</strong> Indonesia</p> <p><strong>Incorporation Country:</strong> Indonesia</p> <p><strong>Exchange:</strong> Indonesia Stock Exchange</p> <p><strong>Currency:</strong> Indonesian Rupiah</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Health Care Providers and Services</p> <strong>Description: </strong> <p> PT Medikaloka Hermina Tbk operates a network of general hospitals in Indonesia. It is also involved in the investment, service, and trading business activities. The company was founded in 1985 and is based in Jakarta, Indonesia.</p>  """,https://sapphire.envisageworldwide.com/organizations/pt-medikaloka-hermina-tbk,1adcdc285a837056c494b0ff89dcd85d
4021,o-5625739b83,8088573,PT Pakuwon Jati Tbk,Other,1982-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/8088573-pt-pakuwon-jati-tbk/\"" target=\""_blank\"" rel=\""noopener\"">Link to Sam</a></p><p><a href=\""http://www.pakuwonjati.com\"" target=\""_blank\"" rel=\""noopener\"">www.pakuwonjati.com</a></p> <h4 class=\""mb-4 card-title text-h5\"">PT Pakuwon Jati Tbk Overview</h4> <p><strong>Year Founded:</strong> 1982</p> <p><strong>City:</strong> Surabaya</p> <p><strong>Webpage:</strong> www.pakuwonjati.com</p> <p><strong>Business Country:</strong> Indonesia</p> <p><strong>Incorporation Country:</strong> Indonesia</p> <p><strong>Exchange:</strong> Indonesia Stock Exchange</p> <p><strong>Currency:</strong> Indonesian Rupiah</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Real Estate Management and Development</p> <strong>Description: </strong> <p> PT Pakuwon Jati Tbk operates as a real estate developer primarily in Jakarta and Surabaya, Indonesia. It operates through Office, Shopping Center Business, and Service Apartment; Real Estate; and Hospitality segments. The company is involved in the land acquisition, property development, marketing, and operational management activities. Its property portfolio comprises retail, residential, commercial, and hospitality developments, as well as mixed-use developments of retail shopping malls, offices, condominiums, and hotels. The company was founded in 1982 and is based in Surabaya, Indonesia. PT Pakuwon Jati Tbk is a subsidiary of PT Pakuwon Arthaniaga.</p>""",https://sapphire.envisageworldwide.com/organizations/pt-pakuwon-jati-tbk,1489326c10546ee2765d62a9df9ca7b8
4022,o-80a9380165,13205651,PT. Mitra Adiperkasa Tbk,Other,1995-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/13205651-pt-mitra-adiperkasa-tbk/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""http://www.map.co.id\"" target=\""_blank\"" rel=\""noopener\"">www.map.co.id</a></p> <h4 class=\""mb-4 card-title text-h5\"">PT. Mitra Adiperkasa Tbk Overview</h4> <p><strong>Year Founded:</strong> 1995</p> <p><strong>City:</strong> Jakarta Pusat</p> <p><strong>Webpage:</strong> www.map.co.id</p> <p><strong>Business Country:</strong> Indonesia</p> <p><strong>Incorporation Country:</strong> Indonesia</p> <p><strong>Exchange:</strong> Indonesia Stock Exchange</p> <p><strong>Currency:</strong> Indonesian Rupiah</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Broadline Retail</p> <strong>Description: </strong> <p> PT. Mitra Adiperkasa Tbk engages in the retail trade of clothing, shoes, bags, accessories, and sports equipment. The company operates through Retail Sales, Department Stores, Café and Restaurant, and Others segments. It operates department stores, specialty stores, food and beverage, and travel and lifestyle product stores. The company is involved in the operation of café and restaurant business; and property, investment, bookstore, manufacturing, and handicraft trading activities, as well as offers cellular phones, tablets, computers, and accessories. PT. Mitra Adiperkasa Tbk was incorporated in 1995 and is headquartered in Jakarta Pusat, Indonesia. The company operates as a subsidiary of PT Satya Mulia Gema Gemilang.</p>  """,https://sapphire.envisageworldwide.com/organizations/pt-mitra-adiperkasa-tbk,35017c6c12b3240f0c4650f95b4d8cba
4023,o-e297b23d46,,Saigon Beer - Alcohol - Beverage Corporation,Other,1875-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/10837992-saigon-beer-alcohol-beverage-corporation/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""http://www.sabeco.com.vn\"" target=\""_blank\"" rel=\""noopener\"">www.sabeco.com.vn</a><a href=\""#\"" target=\""_blank\"" rel=\""noopener\""></a></p> <h4 class=\""mb-4 card-title text-h5\"">Saigon Beer - Alcohol - Beverage Corporation Overview</h4> <p><strong>Year Founded:</strong> 1875</p> <p><strong>City:</strong> Ho Chi Minh City</p> <p><strong>Webpage:</strong> www.sabeco.com.vn</p> <p><strong>Business Country:</strong> Vietnam</p> <p><strong>Incorporation Country:</strong> Vietnam</p> <p><strong>Exchange:</strong> Ho Chi Minh Stock Exchange</p> <p><strong>Currency:</strong> Vietnamese Dong</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Beverages</p> <strong>Description: </strong> <p> Saigon Beer - Alcohol - Beverage Corporation, together with its subsidiaries, produces and sells beer, alcohol, beverages, and related products and packaging materials in Vietnam. The company also produces and trades in canned food and accessories; soft drinks; yeasty malt, mineral water, and bottled purified water; tin lid rings and metal packaging products; and packaging products for the food and beverage industry. In addition, it offers transportation and warehousing services; provides cargo transportation services by car, road, and waterway; manufactures equipment used in food manufacturing; and manufactures, installs, and maintains machinery systems and equipment, as well as constructs and offers real estate services. Further, the company is involved in the trading and wholesale of beer, alcohol, beverages, and non-alcohol drinks; structural steel construction business; and trading of packaging products. The company was founded in 1875 and is headquartered in Ho Chi Minh City, Vietnam. Saigon Beer - Alcohol - Beverage Corporation is a subsidiary of Vietnam Beverage Company Limited.</p>""",https://sapphire.envisageworldwide.com/organizations/saigon-beer-alcohol-beverage-corporation,2b517ed5ed4262cf622391aa8033dc99
4024,o-1803d51540,250574050,Saigon Cargo Service Corporation,Other,2008-04-08,"""<p><a href=\""https://www.assetfundmanagement.com/companies/250574050-saigon-cargo-service-corporation/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""https://scsc.vn/\"" target=\""_blank\"" rel=\""noopener\"">https://scsc.vn/</a></p> <h4 class=\""mb-4 card-title text-h5\"">Saigon Cargo Service Corporation Overview</h4> <p><strong>Year Founded:</strong> None</p> <p><strong>City:</strong> Ho Chi Minh City</p> <p><strong>Webpage:</strong> scsc.vn</p> <p><strong>Business Country:</strong> Vietnam</p> <p><strong>Incorporation Country:</strong> Vietnam</p> <p><strong>Exchange:</strong> Ho Chi Minh Stock Exchange</p> <p><strong>Currency:</strong> Vietnamese Dong</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Air Freight and Logistics</p> <strong>Description: </strong> <p> Saigon Cargo Service Corporation engages in the provision of ground-handling services for air cargo in Ho Chi Minh City, Vietnam. The company provides forwarding, loading, and unloading; aviation ground; vocational training; and goods storage services, as well as acts as an agent for customs clearance. It is also involved in the real estate trading business; transportation of goods by automobiles; and construction of wharves, as well as civil-industrial construction works. Saigon Cargo Service Corporation is headquartered in Ho Chi Minh City, Vietnam.</p>""",https://sapphire.envisageworldwide.com/organizations/saigon-cargo-service-corporation,f48a529cb8503c2b8891d0254073032b
4025,o-2498aad96b,,Samsonite International S.A.,Other,1910-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/34023-samsonite-international-s-a/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""http://www.samsonite.com\"" target=\""_blank\"" rel=\""noopener\"">www.samsonite.com</a></p> <h4 class=\""mb-4 card-title text-h5\"">Samsonite International S.A. Overview</h4> <p><strong>Year Founded:</strong> 1910</p> <p><strong>City:</strong> Luxembourg City</p> <p><strong>Webpage:</strong> www.samsonite.com</p> <p><strong>Business Country:</strong> Luxembourg</p> <p><strong>Incorporation Country:</strong> Luxembourg</p> <p><strong>Exchange:</strong> The Stock Exchange of Hong Kong Ltd.</p> <p><strong>Currency:</strong> Hong Kong Dollar</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Textiles, Apparel and Luxury Goods</p> <strong>Description: </strong> <p> Samsonite International S.A. engages in the design, manufacture, sourcing, and distribution of travel luggage bags in North America, Asia, Europe, and Latin America. It offers luggage, business, computer, outdoor, casual, and women’s bags; and travel accessories and slim protective cases for personal electronic devices primarily under the Samsonite, Tumi, American Tourister, Speck, High Sierra, Gregory, Lipault, Kamiliant, Hartmann, and eBags brands, as well as other owned and licensed brand names. The company sells its products through various wholesale distribution channels, as well as through company operated retail stores and e-commerce. Samsonite International S.A. was founded in 1910 and is based in Luxembourg, Luxembourg.</p>""",https://sapphire.envisageworldwide.com/organizations/samsonite-international-s-a,a5af0c69c3bb44c823ddaff648da4a7b
4026,o-518393f249,,SSI Securities Corporation,Other,1999-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/12926478-ssi-securities-corporation/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""#\"" target=\""_blank\"" rel=\""noopener\"">www.ssi.com.vn</a></p> <h4 class=\""mb-4 card-title text-h5\"">SSI Securities Corporation Overview</h4> <p><strong>Year Founded:</strong> 1999</p> <p><strong>City:</strong> Ho Chi Minh City</p> <p><strong>Webpage:</strong> www.ssi.com.vn</p> <p><strong>Business Country:</strong> Vietnam</p> <p><strong>Incorporation Country:</strong> Vietnam</p> <p><strong>Exchange:</strong> Ho Chi Minh Stock Exchange</p> <p><strong>Currency:</strong> Vietnamese Dong</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Capital Markets</p> <strong>Description: </strong> <p> SSI Securities Corporation operates as a securities company primarily in Vietnam. The company offers brokerage, underwriting for securities issue, custodian, finance, investment advisory, and margin lending services, as well as securities and derivatives trading services. It also provides equity, futures, warrant, and bond instrument related services. In addition, the company offers account opening, cash transaction, margin lending, research, securities auction, and e-trading services. Further, it provides equity capital market, debt capital market, mergers and acquisitions, and corporate finance advisory services, as well as portfolio management services. The company was incorporated in 1999 and is headquartered in Ho Chi Minh City, Vietnam.</p>""",https://sapphire.envisageworldwide.com/organizations/ssi-securities-corporation,ccc1507ab5c82e7aa8b76e3b6a9e7df7
4027,o-af1ae1f8b3,9829333,Taiwan Paiho Limited,Other,1979-01-01,"""<p><a href=\""https://www.assetfundmanagement.com/companies/9829333-taiwan-paiho-limited/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a></p><p><a href=\""http://www.paiho.com\"" target=\""_blank\"" rel=\""noopener\"">www.paiho.com</a></p> <h4 class=\""mb-4 card-title text-h5\"">Taiwan Paiho Limited Overview</h4> <p><strong>Year Founded:</strong> 1979</p> <p><strong>City:</strong> Changhua</p> <p><strong>Webpage:</strong> www.paiho.com</p> <p><strong>Business Country:</strong> Taiwan</p> <p><strong>Incorporation Country:</strong> Taiwan</p> <p><strong>Exchange:</strong> Taiwan Stock Exchange</p> <p><strong>Currency:</strong> Taiwan Dollar</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Textiles, Apparel and Luxury Goods</p> <strong>Description: </strong> <p> Taiwan Paiho Limited manufactures and sells touch fastener, webbings, elastic, easy tapes, and fabrics in Taiwan and internationally. The company offers general footwear and webbings for garments, shoelaces, and pull strings; touch fasteners; knitted elastic, flat woven elastic, jacquard elastic, and multi-directional textile with elasticity; easy tape products for applications in paper diapers, medical equipment, computer pipelines, outdoor sporting goods, car seats and interiors, and other accessories; bamboo charcoal yarn, bamboo charcoal insulation cotton, recycled pet yarn, and other processed products; powder coating products; and jacquard digital woven fabric, jacquard engineered mesh, and other fabrics for use in footwear, garment, boutique suitcase and bags, and home decor. It also sells houses and apartment buildings built by the construction enterprises. In addition, the company engages in the production and marketing of embroidery, consumer electronic accessories, and masks and non-woven products; commercial property management; planning consultant, development, and leasing of real estate; and provision of design decoration services, as well as engages in international investment and trading activities. The company was formerly known as San Ho Hsin Limited and changed its name to Taiwan Paiho Limited in 1986. Taiwan Paiho Limited was founded in 1979 and is headquartered in Changhua, Taiwan.</p>""",https://sapphire.envisageworldwide.com/organizations/taiwan-paiho-limited,25c794d428604b470ee81d213bba0a90
